length,width
3.29611825745,1.76436402343
3.96904510957,1.47512773035
3.64741283316,2.58894658299
3.12389429986,2.41381494698
4.76103780914,2.16852385959
4.09968224039,2.50119720843
3.44862094272,1.39803705029
3.58083704126,2.84944396909
4.42279145631,1.89443391441
5.10875459913,2.21247853269
4.50981076654,1.36572080372
4.08233043168,2.17634109665
4.36224786314,2.5351076499
4.17372953721,1.29303335417
3.68470778125,2.04643273009
2.00547541165,1.68747767346
5.17221901799,1.59031294129
4.19502081793,1.03762228153
3.89021004587,1.63144675943
2.79706092837,1.15891001032
4.70848878428,2.2400312495
4.26350971008,1.56558856925
3.93108627146,2.98316376739
2.44408285338,1.58270977497
4.54386763394,1.90173393153
2.72522785977,1.03062089262
4.60487521134,2.10714986287
5.08481886081,2.19685129335
3.47719245331,1.27218216338
3.76520552961,2.41657436388
4.84900186782,1.82832143099
4.07536904474,2.3456361282
2.55377897313,1.88431366658
4.1298624186,1.43924304857
3.12822584511,1.52875847738
3.38020392975,1.23320519375
4.54917894713,2.30417485528
4.04005220539,1.01637336266
4.27385951636,2.01664409297
3.62445690408,1.96907461992
3.26644555436,1.85861734539
5.0001280285,1.92003431283
2.69045165683,2.23799225448
4.8371152323,1.57461630672
3.25919776852,2.40131117757
4.78972177261,1.9121030945
6.26558819584,2.33659338829
3.11021266487,2.33417568708
1.01620584993,1.29859171158
3.44415075416,1.91230846849
1.43388463641,1.52975681885
3.25642745414,0.430485035684
4.90186842114,1.77199872591
4.57723224162,1.86833793959
3.73032463075,2.62263692853
3.92753705665,1.58275107544
4.48600219427,2.78996549616
3.51779398335,1.68660574095
3.06983783531,1.20878588164
3.15889501835,1.06474770563
3.3991402162,2.58129707
3.30051133354,2.6700781972
2.67482668087,2.10380137973
5.59224380566,1.66344505757
3.72255660147,1.7357572904
2.69491960598,1.6579736968
3.28452922734,2.46667508984
3.01458600319,2.3778658126
2.56213315326,1.73174811564
3.14179750958,2.03121073165
4.3385378371,1.63240831086
4.98939594352,2.72658208988
5.09430978577,2.48817565454
5.24766455743,2.96831155632
4.7868842566,1.44139221756
3.93537385954,2.38434902751
3.20560387999,1.34878144382
2.14318108317,1.00377001201
4.01973375953,2.06192716097
3.33440075937,1.51070880067
3.31837446595,0.971861506597
3.87132801982,2.27997088679
4.61639392166,2.53328310101
4.731452452,2.9322522829
2.82455190467,1.51480215118
4.07946646164,2.20238330617
5.61671475049,2.76394190905
3.6262696549,2.25934597099
4.23716153364,2.95378044193
5.30927000219,2.3053427566
3.15888077322,1.86683151534
4.00904222131,1.92613910912
3.34969830581,0.873157847066
4.70083136862,2.25827672071
2.74250802129,2.03142157697
4.19586017211,1.93054751418
4.02046247128,1.98148735399
4.52649703772,2.33496130734
4.42562604306,3.44707258342
4.40067690518,1.92226356321
2.50806309685,1.24034746383
3.58766663893,1.7097052436
4.12020359816,1.24460316222
2.23602326968,1.70147007439
3.87687511113,1.75518023196
4.67873620185,1.95950240753
5.19127144111,1.91024082265
